Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM53,OUT010,267.93108469323965
NCN18,OUT049,1782.5391834537756
FDF32,OUT035,3404.9143675236237
FDF11,OUT013,3853.4951194333053
DRI59,OUT049,4005.488110778192
NCG54,OUT035,2791.4682742938267
FDM44,OUT046,1607.6191669828202
FDT57,OUT018,3421.9733076062025
FDV24,OUT046,2434.599106459392
FDI50,OUT019,658.4420733436009
FDS09,OUT035,834.528185223731
NCC31,OUT027,4020.0003396679417
FDQ07,OUT019,548.8404723605342
FDC22,OUT017,3193.8211975617623
FDZ56,OUT046,2761.9108085360626
FDZ40,OUT019,113.57018764540544
FDS46,OUT027,3113.0687123607504
DRD24,OUT045,2190.4889116801432
FDV45,OUT017,3257.248440098767
FDL26,OUT045,2492.735481489848
FDA56,OUT018,1740.2845408195526
FDN27,OUT046,1857.9552839830712
FDM20,OUT049,4067.180885806708
FDO16,OUT017,1424.0668939746424
FDL03,OUT035,3400.742435103077
FDE58,OUT046,1873.7588732834547
FDI02,OUT027,2916.498106825311
NCC55,OUT019,36.99553606068139
FDR03,OUT018,2803.310433280938
FDB14,OUT017,1519.2369304855358
FDR45,OUT013,3987.618984253987
NCN07,OUT017,2202.5691447587383
FDM51,OUT019,240.86152993117298
FDT52,OUT027,6178.460401835906
FDL26,OUT046,2494.1872985811074
NCZ42,OUT046,3816.76644321595
DRI47,OUT019,334.3001513827828
FDW40,OUT013,2184.2870733584023
FDN34,OUT046,2782.4400906184073
FDS01,OUT035,3171.9581521568243
NCG55,OUT045,1860.9339764447266
FDC11,OUT035,1453.6777188408473
FDX35,OUT018,3376.2827867019214
NCB06,OUT046,2607.670734448572
FDR09,OUT019,654.9112016544427
FDC53,OUT017,1682.0034650790585
FDY45,OUT013,4122.195362210275
FDA22,OUT010,497.60994898396075
FDE02,OUT035,1571.8885175176954
FDW21,OUT045,1642.1885668466343
FDV34,OUT046,1106.0137915425773
FDS59,OUT049,1760.6597185139626
NCW17,OUT017,2200.317528133388
NCK54,OUT046,1889.4152080406684
FDG17,OUT019,648.3574145497562
FDG35,OUT017,2987.470348429383
FDD08,OUT010,44.025769688275886
NCO07,OUT017,3472.4928438386914
FDJ10,OUT010,333.57051760807144
FDW36,OUT017,1701.7464615885178
FDW21,OUT010,240.41031194259722
FDY19,OUT017,1957.5678170859917
DRE03,OUT013,734.2820707020169
NCC55,OUT049,658.3354270973427
FDH52,OUT010,162.44508113663505
FDO09,OUT017,3896.229565325317
FDU43,OUT045,3904.7709543273004
FDX09,OUT010,429.1908603330594
FDH40,OUT019,214.41607180954384
FDW58,OUT017,1825.2859932868303
FDC47,OUT017,3832.854442570567
NCR41,OUT035,1632.753512655037
DRG49,OUT035,4078.116860762218
FDC52,OUT027,3954.407957639314
FDY13,OUT046,1089.095936511463
FDY35,OUT013,710.1949526154601
FDI35,OUT017,3344.1089563240266
NCU18,OUT049,2187.169048108974
FDY33,OUT018,2306.5468177531343
FDC15,OUT027,3990.4038409439763
FDU01,OUT049,3170.130367275363
NCU42,OUT046,2781.8397803608855
NCV29,OUT018,2739.078577525847
NCY30,OUT017,3230.343187153713
FDQ46,OUT049,1809.365510430528
FDG58,OUT027,3857.4689959788234
FDK33,OUT017,3552.222608332264
NCD07,OUT045,1833.2176372151962
NCX29,OUT027,3754.6987919995227
NCT42,OUT013,2343.8801571213617
DRN59,OUT035,790.6236382551908
FDI44,OUT035,1290.2364585727937
FDA45,OUT049,2897.2403432563883
FDP31,OUT045,1061.948596574259
FDY01,OUT046,1863.3209743233247
FDT09,OUT018,1862.1828545816977
DRH03,OUT027,2426.838876541089
FDA36,OUT018,2430.0026276506287
NCF31,OUT017,2513.437337659663
FDG14,OUT049,2441.24058017092
FDG28,OUT027,6139.981617320717
FDU14,OUT049,4144.946173160098
FDY47,OUT019,302.31370525077523
FDI56,OUT049,1440.6803795221479
DRD01,OUT013,860.6776597601306
FDM22,OUT046,852.8263942570156
FDH33,OUT013,663.0086493338763
DRZ24,OUT013,1913.233376368706
NCQ38,OUT046,1679.1357382006167
FDO16,OUT027,2216.768477898796
FDU07,OUT027,3807.3793037719124
NCB07,OUT013,3158.6512784909746
FDU48,OUT045,2075.996733407413
NCM43,OUT045,2700.6602932104374
FDR31,OUT010,347.7608478985276
DRK49,OUT018,473.41657123331356
NCI30,OUT010,590.5387908160778
DRD60,OUT017,3245.9351370046743
NCG19,OUT046,3710.544620113621
FDH12,OUT035,1728.6721646035483
FDM32,OUT035,1569.5484774219392
FDM27,OUT035,2572.248955790374
NCU53,OUT027,4245.263082667743
NCQ18,OUT046,1602.0758554962872
FDS10,OUT013,2993.530021278714
FDB33,OUT027,4161.321294232313
FDI12,OUT013,1390.891313936832
NCW42,OUT013,3701.518472182818
NCC06,OUT018,1789.7773925956362
FDW02,OUT017,2086.499705955853
NCD43,OUT017,1787.9344587471908
FDM57,OUT018,1097.7653656666223
FDA58,OUT017,3851.2109577057286
FDK56,OUT046,3058.2520100145057
FDP52,OUT045,3908.9394906269054
FDW20,OUT018,1727.6415053985727
FDS52,OUT049,1654.2282898569326
NCT29,OUT018,1680.7441999042612
NCL54,OUT013,2852.593540108638
FDC05,OUT045,3196.130622060712
FDF34,OUT035,3199.9564732348276
FDP03,OUT027,3313.6980717576985
FDD32,OUT010,190.4483981280257
FDZ10,OUT045,2025.8825897964007
FDZ40,OUT035,876.1204263254133
FDD51,OUT018,544.742424081672
NCY30,OUT019,499.49323188567496
FDP58,OUT017,3561.539250546698
FDV49,OUT017,4738.819350025004
FDY24,OUT019,127.6054737053787
NCO55,OUT017,1741.1058798949866
FDR13,OUT017,1929.819953108425
FDS51,OUT017,1062.3148500475754
FDP26,OUT045,1688.5703559523379
NCB54,OUT027,3412.2855175359914
FDF32,OUT017,3293.947279735391
FDN31,OUT018,2782.4397638546952
DRM48,OUT017,678.0159361405997
FDN20,OUT049,2799.33852435698
DRL01,OUT046,3755.1508633582544
FDV56,OUT049,1710.1824702563308
DRH13,OUT027,2824.5504074440078
FDA03,OUT017,2406.500369429272
FDF47,OUT027,5699.060364674575
FDX32,OUT046,2338.331517626804
FDX57,OUT049,1563.9507433331619
NCA30,OUT045,3075.494840180643
FDO49,OUT013,696.3757936621471
FDL04,OUT019,249.51435532305277
DRM48,OUT035,682.0449815191055
FDR16,OUT013,3393.9159768599943
NCC19,OUT018,2862.9977504962453
NCE42,OUT045,3492.706344201907
FDY24,OUT017,902.7787711776839
FDH19,OUT049,2868.1139847314007
FDJ46,OUT013,2877.032650186196
FDN45,OUT010,597.2008372338298
FDY08,OUT035,2162.431722011938
FDZ37,OUT035,1491.9684684446295
NCT30,OUT045,746.0692308433211
DRY23,OUT018,524.9589717595318
NCZ30,OUT018,1697.3251439606277
FDC44,OUT018,1586.6146262750553
FDB45,OUT035,1828.3700923306892
FDY04,OUT013,2634.6827001283264
FDM27,OUT046,2557.560952347297
FDZ43,OUT017,4086.588620894534
FDT39,OUT019,384.5794571326935
NCC06,OUT019,332.4756626904216
FDL15,OUT027,4002.3358227743747
FDL57,OUT017,4293.969404168969
FDU08,OUT046,1566.3317421160377
FDK40,OUT017,4635.413774930436
FDQ12,OUT010,661.480612259867
FDS48,OUT017,2573.917664594914
FDP09,OUT045,3478.1288023218444
FDW21,OUT049,1630.9903078383788
FDY25,OUT035,3110.3850930491526
DRE13,OUT017,1454.0883802224662
FDV43,OUT019,58.18547749208892
FDD22,OUT045,1765.4692549093315
FDM46,OUT019,237.08454911212698
NCO30,OUT010,522.3267806935592
FDM25,OUT046,2853.674680464922
NCN41,OUT049,2020.1554964621034
FDU24,OUT045,1477.3770552358967
FDZ50,OUT046,3128.2517987446026
FDP45,OUT013,4072.6913102016024
NCM54,OUT045,2014.9607018411816
FDW10,OUT019,415.45102490344107
FDP20,OUT017,2124.839611174224
FDK32,OUT046,2429.619999090408
FDN52,OUT049,1401.172294231109
FDM58,OUT045,1754.6414111492904
FDZ46,OUT027,2887.288828946857
NCA18,OUT018,1629.6119628792303
FDD35,OUT046,2009.0775170726195
NCK31,OUT035,870.0907256496723
FDI40,OUT027,2683.1469125868025
FDT50,OUT019,250.82975359987108
NCT06,OUT046,2683.7745262601243
FDT31,OUT035,3066.916585296323
FDT45,OUT049,822.6139360137001
FDT13,OUT045,3212.392901034582
FDO50,OUT045,1442.0212972747072
NCU18,OUT010,318.61873678961183
NCR54,OUT049,3158.2159869120037
NCO18,OUT018,2571.2715347695625
FDU09,OUT045,878.5458523757893
FDT13,OUT018,2837.8900179560546
FDE09,OUT046,1829.6911835587525
NCK53,OUT019,243.6967361449647
FDG45,OUT049,3426.8568254607662
DRH15,OUT035,741.52682070935
FDO21,OUT019,642.9084436229459
FDD14,OUT027,5019.810771297638
FDC09,OUT046,1620.077872747631
FDH45,OUT027,1158.4650818764442
FDV32,OUT046,1061.5668488736073
FDG12,OUT035,2076.951681201725
FDS32,OUT013,2128.209536003278
NCL55,OUT018,3919.9304230171474
DRE01,OUT035,3957.040586960344
DRE15,OUT049,1232.0911443897376
NCL42,OUT045,3953.574544317777
FDP31,OUT013,1077.9000863254942
FDN33,OUT018,1276.1329660171773
FDZ59,OUT046,2681.3233826545957
FDE45,OUT010,439.4279656980884
FDJ07,OUT013,1910.505907239451
FDQ45,OUT018,2473.290695351828
FDM33,OUT027,5499.052134597346
FDO15,OUT010,178.02184941390738
FDM46,OUT013,1477.1938128753197
FDR03,OUT045,3018.9996624426844
FDY49,OUT018,2391.7055494134584
FDQ60,OUT045,1879.9065700215494
FDW10,OUT049,2858.3108560627634
FDO51,OUT049,681.3638947221691
FDJ40,OUT018,1508.3048430739655
FDS20,OUT018,2788.190481851563
FDU45,OUT013,1824.8734924238095
FDV02,OUT035,2860.480851636373
FDN09,OUT046,4015.401487967819
NCM55,OUT027,5310.568451860385
FDN23,OUT018,2092.972337931445
FDY31,OUT010,355.72650939356345
FDW03,OUT010,219.9967971534752
FDD14,OUT046,3059.1778086984673
FDV23,OUT017,2073.531420427805
DRI03,OUT045,2948.386271401999
FDN13,OUT035,1695.6632154597035
FDF45,OUT027,1677.3516233559299
FDU46,OUT035,1485.881299794092
FDB57,OUT049,3887.2309963252073
FDV12,OUT049,1616.9058861796575
FDQ58,OUT013,2465.2325776252164
NCA18,OUT017,1911.3625198953923
FDH52,OUT049,1013.5710574720451
FDM24,OUT018,2141.197316310583
NCP43,OUT027,5082.712732312637
NCO18,OUT019,473.5162520616843
FDM32,OUT017,1559.9528115669482
NCL07,OUT017,672.835634565509
FDK03,OUT013,4134.716894402807
FDP59,OUT017,1698.8005995480082
FDQ24,OUT049,4001.2960040301714
FDQ16,OUT018,1519.0534830489776
FDU44,OUT013,2571.8522181837943
FDH28,OUT010,49.16561920216691
FDV28,OUT019,43.84036053771206
FDM22,OUT045,801.6769078718539
FDR56,OUT046,3132.382601176543
FDV39,OUT049,3012.0039117859405
FDU37,OUT019,218.9726470756225
FDQ11,OUT010,558.7103288292035
FDX02,OUT045,3689.664471047666
NCS42,OUT018,1266.1849999181925
FDY57,OUT027,2580.7024037307315
FDB21,OUT049,3798.690620176077
FDE28,OUT017,3822.318415391176
FDQ55,OUT017,1974.8393293185513
FDA48,OUT049,3701.9556070274534
FDZ19,OUT045,2765.571107672039
NCC43,OUT045,3910.4750201613447
NCV18,OUT046,1294.2196376170382
NCA42,OUT018,2291.9124914092286
FDY45,OUT046,3884.107856504715
NCC30,OUT045,2932.733099932485
FDM57,OUT013,1365.6353680981215
FDL09,OUT010,404.4380358993792
FDB09,OUT027,3276.450072390804
FDT44,OUT035,1930.3129588578174
NCT06,OUT027,4364.1444380909115
FDX26,OUT049,3149.1765598050215
FDK32,OUT013,2461.1267845780844
DRA12,OUT046,2203.429062219273
FDO46,OUT010,491.5876779820653
FDE52,OUT013,1359.3873505053007
NCH42,OUT045,3878.380694256909
FDV08,OUT035,699.9533084065386
FDB47,OUT018,3059.740526914283
FDC28,OUT010,267.8550564067259
FDD22,OUT046,1845.0161184438475
FDS07,OUT027,2967.133378870859
DRI13,OUT045,3622.431284470148
FDG32,OUT018,3386.3135450665404
FDU14,OUT017,4262.4301224660485
FDD28,OUT019,153.67243800402412
NCP41,OUT017,1891.5171491467502
FDS08,OUT049,2875.986205384813
FDX47,OUT045,2592.8811370295293
FDC53,OUT019,245.78017358922716
FDQ19,OUT035,3919.831756931344
FDL14,OUT045,2453.1811803549954
FDM33,OUT019,566.3099703713574
FDA51,OUT045,1812.8044222667581
FDZ27,OUT018,578.1589528395309
FDT04,OUT046,690.45337976006
DRC13,OUT049,2079.786240308854
FDR16,OUT027,5461.3178374283525
FDQ03,OUT027,5968.84601601532
FDE38,OUT035,2830.0947148584128
DRH23,OUT027,1598.5747927155098
FDT11,OUT019,617.2305917875456
FDD09,OUT035,3248.1908317876523
FDR40,OUT045,1314.2207449327907
FDX07,OUT017,3248.670741147359
FDR07,OUT035,1593.9917013702
FDA51,OUT017,1891.5600305197522
FDT59,OUT019,524.2138551972303
FDF20,OUT017,3305.800316107865
FDR13,OUT045,1814.6563032545
FDY26,OUT049,3666.066024631451
FDW04,OUT017,2128.3141397046675
FDK52,OUT017,3957.1354014370627
FDN60,OUT049,2568.174705820877
FDM09,OUT019,403.60774150913016
FDP46,OUT049,1386.2493328902842
FDB50,OUT019,208.3722853132881
NCQ29,OUT049,4018.551078295735
FDP16,OUT027,6337.8816620363805
FDX33,OUT018,2348.596118484185
FDP07,OUT010,512.9781383208917
FDN22,OUT046,3863.6390044320806
FDF39,OUT049,4138.571622045823
FDS21,OUT017,1052.8461735591038
NCM42,OUT013,1689.7902109018962
FDK50,OUT019,411.64998076740676
DRF13,OUT027,3900.608623765499
FDH35,OUT018,2410.200983074188
FDP60,OUT018,1361.4336411620989
DRJ49,OUT027,3374.672612873445
NCT42,OUT019,383.9573793514678
FDE38,OUT049,2773.846074401892
FDI04,OUT049,3352.318142678377
NCH54,OUT045,2524.192532523227
FDT56,OUT049,977.1404149355435
DRD15,OUT018,3332.6991515476775
FDV58,OUT013,3228.318826551649
FDP21,OUT049,3123.8503331045126
FDH05,OUT013,3865.783446433204
FDR10,OUT027,4224.342379005751
NCP06,OUT045,2370.656015286258
FDF33,OUT049,1802.4793895583293
DRK37,OUT013,3214.485187234367
DRH49,OUT045,1286.3039408149689
FDT58,OUT013,2698.4466432565778
FDD41,OUT018,1469.7768372022733
FDP40,OUT018,1491.732518802147
FDM51,OUT027,2713.5956915668817
FDO45,OUT010,201.2402785264676
FDW33,OUT010,250.52463701267766
FDY24,OUT045,868.4471351972161
FDB10,OUT010,593.1430751743355
FDM40,OUT035,2230.5328041394305
NCI06,OUT017,3123.7233192513036
FDW12,OUT019,343.77099797126084
FDX48,OUT027,4016.3559857817017
NCW05,OUT027,2767.291291820185
FDX27,OUT017,1567.5782360197659
DRM37,OUT045,3263.2186036956336
FDA38,OUT045,4348.646523166019
FDR36,OUT046,690.4756667200509
FDZ45,OUT046,3265.0130351893886
FDG05,OUT017,2607.016654216679
FDK28,OUT013,4305.8221722246
FDV47,OUT045,1349.232483577848
FDN21,OUT045,2548.4090025583473
FDP20,OUT027,3365.6116358592553
FDI35,OUT045,3179.024661459
DRY23,OUT013,688.8259118359229
FDA56,OUT017,2204.0527766641753
FDB09,OUT013,2008.8506085007946
NCO26,OUT027,3024.727622669356
FDQ49,OUT018,2425.734702628468
FDI52,OUT027,3188.3946074024457
FDZ44,OUT027,3114.2136245453844
FDZ09,OUT018,2380.554798955693
FDY03,OUT049,1842.9579643310947
NCG42,OUT017,2179.381627099917
DRI13,OUT027,5825.616144268498
FDQ32,OUT013,2057.100724308186
FDW16,OUT035,1489.0102768322176
FDU27,OUT046,799.4340399753037
FDR28,OUT010,423.6057250674546
FDQ49,OUT010,417.5616326695722
FDS37,OUT046,1835.1467985333252
FDW26,OUT018,3454.4176750823326
FDX12,OUT018,3729.7596004713446
NCP06,OUT013,2429.094257190435
FDW45,OUT010,362.2746341636
NCN30,OUT049,1513.7035735370118
FDN24,OUT049,852.4703797777831
NCL41,OUT027,1072.7119255415455
FDR02,OUT019,237.06100921717803
FDD09,OUT010,527.6895838393939
FDS33,OUT010,194.92540308836715
FDU22,OUT045,1864.931925454782
FDI53,OUT013,2588.130207440233
DRH01,OUT049,2921.0526823822274
FDX32,OUT013,2205.8318327583916
NCP30,OUT018,462.94314171628685
FDB60,OUT045,3362.8278274913273
FDB14,OUT049,1499.979013349546
NCP02,OUT035,957.6175273383387
FDJ10,OUT017,2189.2057039656142
FDG34,OUT046,1740.4567691285824
NCB18,OUT017,1430.2258586107237
FDM16,OUT049,1104.6824667756462
FDW25,OUT018,1100.9113065975155
FDB35,OUT010,217.04302638246418
DRN11,OUT013,2297.8819935853003
FDF41,OUT019,556.0212265196465
FDH16,OUT045,1341.879074371072
NCQ50,OUT018,3096.5922409595673
DRH23,OUT018,827.8075485701195
DRJ37,OUT013,2404.77544535692
DRJ24,OUT027,5049.524409899879
FDY16,OUT035,3163.6716837663707
FDQ27,OUT045,1646.3382914340718
FDZ33,OUT045,2350.473421344472
FDF29,OUT045,2146.812492877781
FDA08,OUT049,2639.6486347709097
FDG31,OUT046,1053.4608281513476
FDE34,OUT019,478.3994507896059
NCR30,OUT027,1921.3677622018045
FDV33,OUT035,4090.701784567502
DRZ24,OUT018,1687.977135940966
NCL54,OUT035,2853.9149765616467
FDR12,OUT049,2906.577336128207
NCC54,OUT046,3900.806930924902
DRN59,OUT013,758.4271259367952
FDX50,OUT019,288.9487777991401
FDV31,OUT027,4694.782654575854
NCA29,OUT027,4672.897882284282
FDW60,OUT049,2949.7258961515918
FDX08,OUT017,3288.019754201197
DRD49,OUT013,3866.5745831780705
FDD33,OUT046,3754.956802674913
FDW35,OUT013,659.3451977619379
FDJ36,OUT017,1708.101564947536
FDV51,OUT035,2821.7886764360173
FDW36,OUT046,1677.5408494468536
FDH35,OUT046,2691.9714704508015
NCS30,OUT027,3353.021691358346
FDN49,OUT017,686.6114987506046
FDL08,OUT018,3396.764603987356
FDI09,OUT013,3680.8911514246474
FDP19,OUT018,1826.6790577943798
FDU21,OUT010,37.823896759749005
NCP41,OUT045,1722.0301240255385
FDY10,OUT013,1813.1162746185478
FDP12,OUT018,446.14621232001105
NCN26,OUT049,1885.583934590925
FDK44,OUT013,2819.640282485741
FDC28,OUT049,1741.9092389796242
FDJ41,OUT027,6209.833312253821
NCT29,OUT035,2059.832151439403
NCH42,OUT019,643.0395484119683
FDU60,OUT018,2503.8477130017745
FDS02,OUT045,3123.723506472914
FDC51,OUT046,2017.1795216753198
FDU03,OUT013,3144.344919234338
FDX39,OUT045,3449.007882272562
NCY05,OUT010,70.55110371157252
NCL06,OUT027,6324.071917582627
FDD32,OUT035,1311.8123962629165
NCN41,OUT045,1983.4730594807954
NCX53,OUT049,2236.922040306603
FDU57,OUT019,359.157774112743
FDQ23,OUT046,1684.8363022087774
FDQ52,OUT045,3871.9012340817417
FDC14,OUT045,621.3198499543096
FDY09,OUT035,3015.3358440052293
FDQ28,OUT045,2487.9910380008014
FDV25,OUT046,3644.6288675618425
FDJ07,OUT035,2021.1969352071267
DRB25,OUT049,1696.0392814477536
FDK52,OUT019,554.9233818867283
FDY52,OUT027,1723.6268334852407
FDB28,OUT046,3275.197091712725
FDT36,OUT035,678.3559352760171
FDV25,OUT017,3803.1855423690367
NCN07,OUT027,3415.24055751807
FDC57,OUT017,3292.1018444350248
FDQ03,OUT018,3433.303481762926
FDU23,OUT017,2950.5266905360177
NCX41,OUT035,3799.30698267916
NCD06,OUT035,789.2789910730826
FDW08,OUT045,1674.3768744550782
NCU29,OUT017,2496.8035641078286
NCE06,OUT013,2567.612927230126
FDV52,OUT010,267.07653770171737
FDB02,OUT017,2989.0214709161596
NCR18,OUT045,648.4112138671817
FDK16,OUT049,1531.7464360743047
NCQ29,OUT010,718.0422210226386
FDZ01,OUT019,259.21756625279954
FDW27,OUT035,2596.8064117279237
FDD17,OUT018,3343.3614026278065
FDW39,OUT013,2866.140062367101
DRH59,OUT045,1093.6832916601898
FDS52,OUT013,1620.8599089344466
FDU40,OUT027,5256.337360678515
NCF54,OUT013,2870.3267007951986
FDH46,OUT045,1625.1476297343456
NCP14,OUT049,1673.4032778533956
FDH50,OUT049,3147.5302330117897
DRF15,OUT010,378.96289222906466
FDV27,OUT027,2322.5175791448105
NCJ06,OUT049,1960.3684437928946
FDN02,OUT018,3082.382912407912
FDQ51,OUT049,766.3593957437902
FDQ07,OUT017,3702.00456515265
FDS45,OUT049,1686.1328576456322
NCJ06,OUT045,1952.889717416662
FDD36,OUT035,2043.3677854594011
FDY25,OUT045,3024.113070747263
FDU52,OUT046,2486.494274024534
DRK47,OUT017,4094.748025839554
NCL30,OUT017,2122.4618081145322
FDN22,OUT035,3956.412469111384
NCF30,OUT027,3238.8659187375238
FDK03,OUT035,4280.739252680605
FDT45,OUT017,891.8072163865024
NCC54,OUT027,5974.528173318951
FDP08,OUT018,2901.909636190938
